gene_id,F1_1_1,F1_2_1,F1_3_1,F5_1_1,F5_2_1,F5_3_1,anno_chr,anno_start,anno_end
snx1b,530,377,485,208,48,196,chrUn_KN150311v1,807,14000
snx1a,2079,1299,2221,1631,789,673,chr25,6016359,6049339
si:ch211-245j22.3,8,0,0,0,0,15,chr18_KZ114961v1_alt|chr18|chr18_KZ115552v1_alt,96371|15554454|395544,101708|15559791|400881
atp6v0cb,17231,12402,15261,16266,4457,13239,chr24,39158283,39175750
emc9,359,205,256,318,144,232,chr12,13311940,13318945
si:ch211-10a23.2,428,328,425,242,327,236,chr13,33117528,33123240
ets2,1655,1023,1841,1553,588,786,chr10,187809,196596
zgc:162816,116,48,106,82,29,10,chr11,31609481,31621675
tbccd1,192,26,130,205,12,66,chr9,27740970,27749939
zgc:55621,17,25,5,31,0,8,chr15,34947249,34960914
chd1l,1141,1287,1323,708,274,935,chr6,36844205,36877586
mmp21,122,0,28,88,0,12,chr12,48683208,48697371
zgc:113184,152,217,163,92,106,105,chr11,2554856,2567026
parp3,357,696,868,458,148,274,chr6,42038358,42049350
ets1,153,17,69,92,29,11,chr18,48276166,48324423
sco2,502,427,504,423,487,432,chr4,18453749,18454591
sco1,254,675,971,806,201,441,chr3,62196672,62203711
cdk5rap2,1490,1216,1698,867,303,554,chr21,4647784,4695511
cdk5rap3,8,23,9,3,26,18,chr12|chr12_KZ115385v1_alt,28825829|268306,28835143|277620
slc47a1,191,117,200,176,168,132,chr21,39941184,39973886
cdk5rap1,14,4,8,0,0,6,chr11_KZ114921v1_alt|chr11_KZ115345v1_alt|chr11,125456|222251|15480695,233045|328803|15586970
hs3st3b1b,9,7,18,0,24,10,chr12_KZ115396v1_alt|chr12,214981|36971983,245186|37002188
slc47a4,120,145,268,115,13,48,chr15,26616475,26636612
ankhb,2846,2131,3173,2034,921,1251,chr2,31957615,32006312
otx5,8,0,5,0,51,0,chr15,47903894,47909281
pnp6,947,1144,1032,586,524,420,chr18,21257261,21271373
otx1,955,1067,1165,768,481,1004,chr17,24318768,24324415
ctsbb,20,21,14,31,57,7,chr20,52886927,52902693
ctsba,2155,2104,2243,5110,1254,2577,chr17,32622903,32630283
zgc:100846,617,442,175,452,109,308,chr13,12761770,12778286
adgrg6,48,45,81,230,0,0,chr20,37383043,37470297
adgrg1,57,33,24,29,0,0,chr7,28671151,28681705
pbx1b,375,315,569,167,142,237,chr6,2271432,2394808
gpr160,0,0,0,12,0,0,chr2,37295088,37296159
gpr161,74,58,79,286,12,120,chr9,34148714,34162378
smad9,417,1693,274,400,833,1506,chr10,34961604,34981034
phb2a,1607,1266,1778,1280,779,806,chr2,5178542,5199431
wdr92,348,150,1238,931,358,456,chr13,1131816,1141171
phb2b,40,7,405,7,0,3,chr6|chr6_KZ114881v1_alt,29707123|253251,29714339|260467
si:ch211-253b8.2,108,235,152,152,44,140,chr11,6980356,6985443
tmod2,217,60,202,130,46,59,chr18,39327010,39382864
tlcd3ba,1486,1752,2211,1148,456,679,chr3,21044165,21061931
psmd10,83,61,45,89,32,37,chr14_KZ115448v1_alt|chr14,10944|28464754,15181|28468991
psmd13,2862,3139,2990,2608,2081,1749,chr25,10485165,10496679
psmd12,844,1169,1313,1051,319,330,chr6,21526346,21534233
catip,51,26,10,20,0,82,chr6,13039951,13045541
trpn1,4,60,64,14,16,0,chr19,1435878,1479742
blmh,1942,1900,2182,2003,1804,1203,chr15,28634580,28677654
cd8a,0,0,0,0,0,0,chr21,11560182,11563406
rnf150b,805,245,1136,549,92,265,chr23,43770149,43787683
zgc:77486,6,0,6,0,0,0,chr8_KZ115255v1_alt|chr8,390220|19256016,400528|19266325
micos13,318,354,955,397,454,252,chr22,19547478,19552803
agbl5,1208,1212,1300,978,730,658,chr4,737539,760552
agbl4,42,0,68,28,0,23,chr8,15633155,15991473
agbl2,50,237,71,203,77,120,chr25,28596992,28638098
ccn4a,0,0,30,14,12,12,chr19,34950200,34958185
eef1a2,1321,2510,1547,1285,1119,1062,chr23,15850940,15878879
ccn4b,61,43,69,89,16,27,chr16,31518784,31525232
nudt3a,453,165,371,326,63,198,chr23,3710946,3721240
si:dkey-106c17.2,0,0,0,0,0,1,chr3,38913057,38915998
zgc:136333,451,284,755,557,382,517,chr9,38427569,38457406
elp6,19,19,9,77,64,13,chr16_KZ115507v1_alt|chr16,75708|38350705,81030|38356027
elp5,1064,1638,1106,844,409,603,chr7,69437297,69447950
abhd17aa,85,22,31,53,8,24,chr2,49039159,49063910
elp3,660,773,1018,824,339,473,chr20,34671396,34700654
elp2,1270,1763,1847,1235,715,1011,chr19,34691645,34742440
phyhip,795,481,646,357,229,87,chr8,52453146,52473054
lect2l,0,0,0,0,0,0,chr14,36885524,36887063
dedd1,20968,19285,25296,16455,7103,10576,chr16,10841061,10863041
rad54l,291,251,206,313,217,346,chr6,3473657,3491357
lrrc17,127,36,72,140,41,60,chr4,20141191,20156085
cd83,9,0,0,62,0,6,chr16_KZ115507v1_alt|chr16,119373|38394370,122818|38397815
wls,544,352,440,376,312,296,chr2,10342097,10386733
lrrc10,0,0,0,0,0,0,chr25,28672539,28674739
kifap3b,1602,1286,1803,1090,502,803,chr2,23222900,23293497
kifap3a,2232,1672,2605,1615,772,779,chr20,34420623,34453559
arhgap42a,415,364,342,286,191,179,chr21,22738939,22796063
hspa8,9634,9299,9490,7588,6930,4805,chr10_KZ115328v1_alt|chr10,53981|29849498,58196|29853711
stc1l,4,9,29,56,0,37,chr10,42678005,42684962
exosc10,1047,1378,1164,1055,973,620,chr23,14771979,14803940
selenos,958,452,1131,689,239,468,chr7,9308606,9322622
selenop,4334,2000,6836,4376,1170,2043,chr8,31435586,31443262
fancg,0,538,220,325,284,550,chr5_KZ114867v1_alt,264851,278937
fancf,115,104,56,95,16,36,chr25,35294670,35296165
fance,255,191,264,130,66,85,chr8,23731602,23737229
selenoh,834,286,368,423,312,349,chr8,7316622,7317432
fancc,0,3,6,0,12,6,chr8_KZ115267v1_alt,303511,340948
fancb,46,16,0,27,0,34,chr9,54946032,54981501
selenom,1544,1463,2254,1721,1548,1182,chr5,69278089,69287567
spock3,1090,1173,1005,1134,551,1418,chr1|chr1_KZ114835v1_alt,20635190|581507,20706297|652614
cebpg,929,613,1020,542,332,307,chr7,38089704,38095179
fancm,898,1073,1961,964,697,375,chr17,648899,703063
sapcd2,34,82,110,221,99,70,chrUn_KN150206v1,366,1275
gnb1a,6161,4878,6759,4943,2565,3926,chr8,53269657,53331655
selenof,2627,1453,2643,2331,1387,1497,chr2,22353420,22363460
selenoe,0,0,0,0,0,0,chr5,11399072,11404235
gnb1b,4439,2921,4203,3420,1580,2350,chr6,53306178,53334111
si:dkey-98f17.3,12,0,0,0,0,0,chr5,12713258,12713920
cdh2,2475,2686,7492,1789,3905,1348,chr20,17740104,17819237
si:dkey-98f17.5,0,0,4,0,0,0,chr5_KZ115105v1_alt,29515,60380
pak1ip1,564,752,893,567,260,327,chr24,36158745,36175300
nansb,10,12,0,25,0,0,chr25,5288589,5300378
zgc:152951,2,2,12,10,0,4,chr9_KZ114902v1_alt|chr9,339685|19340216,365931|19366462
chmp5b,1495,1024,1175,1359,606,938,chr7,59046524,59054261
pimr166,7,0,0,11,0,0,chr21,4344795,4508311
zgc:123035,366,253,548,155,12,122,chr2,27672271,27774772
rps26l,11250,8772,10170,12147,10020,6180,chr6,49520705,49523884
si:ch211-284e13.9,0,0,12,29,16,3,chr5_KZ115133v1_alt|chr5,345695|38193453,349322|38197080
ptges3a,172,125,215,186,18,123,chr23_KZ115691v1_alt,291994,300054
ptges3b,1623,1477,1505,1176,1018,1169,chr23,6736116,6749820
keap1b,1236,1269,1961,1553,618,873,chr6,131998,138262
nptx1l,17078,13071,17047,11277,4470,7647,chr3,59454943,59472105
zic2a,31757,25491,31354,27951,11608,14389,chr9,31282230,31287010
zic2b,127,55,81,121,50,38,chr1|chr1_KZ115027v1_alt,29858049|89017,29860847|91815
elf2a,1526,1335,1873,1343,821,797,chr14,46047761,46070776
elf2b,458,365,536,392,203,162,chr1|chr1_KZ115002v1_alt,13957218|164749,13968153|175684
foxi3a,4,0,0,12,0,0,chr21,30351256,30352951
dhrs7b,231,237,214,132,8,92,chr3,15849391,15859397
tm2d1,787,662,560,599,280,281,chr22,16759015,16775521
tm2d2,1270,1153,1147,958,319,688,chr5,26921033,26926531
keap1a,332,235,297,736,124,159,chr2,41835025,41861040
si:ch211-51a19.5,40,0,28,2,23,0,chr20,32183829,32188897
fam43b,2150,2440,2884,1675,600,1320,chr23,37323962,37325961
fam43a,1352,1247,1532,551,335,454,chr11,34235372,34237802
esrrb,57,6,160,30,4,17,chr17,52300018,52386518
tmf1,1097,1358,2170,784,991,536,chr11,17758020,17782931
mrps15,821,904,963,946,611,827,chr16,36099898,36118282
xkr6b,371,285,502,149,72,88,chr20,18801525,18915769
mrps14,1024,882,1188,868,672,697,chr2,35591442,35594184
nectin1a,22,0,0,3,0,0,chr21|chr21_KZ115628v1_alt,22589577|12293,22635242|57958
nectin1b,347,233,210,66,83,162,chr18,42924591,43226503
rabep2,910,638,1187,402,382,220,chr3,26157722,26171558
tnfrsf9b,17,0,0,0,0,0,chr11,40088205,40101197
osbpl7,0,4,2,4,2,8,chr12|chr12_KZ115385v1_alt,28773597|216074,28794764|237241
tnfrsf9a,41,61,69,104,23,48,chr23_KZ115694v1_alt|chr23,33714|30006206,37532|30010024
alcamb,120,50,85,12,0,53,chr15,19838458,19878992
alcama,888,858,1435,566,705,649,chr10,28733021,28835770
mrps11,2236,1896,2628,1703,1460,1578,chr7,14511993,14535888
f11r.1,13,0,16,39,30,0,chr5,29831406,29848586
zgc:114181,839,294,192,721,1859,458,chr16,55004601,55028625
gale,328,385,385,282,137,106,chr17,24880323,24890838
tox2,229,258,228,230,235,155,chr6,57900246,58149165
zgc:174153,0,2,0,0,0,4,chr12,16949391,16951851
sh3bgrl,83,61,20,51,112,3,chr14_KZ115430v1_alt|chr14,477072|9405099,492860|9420887
stab1,206,392,290,132,138,152,chr22,10282037,10353786
galn,933,959,902,1010,503,989,chr25,10556294,10564195
ebna1bp2,878,1282,1031,1070,497,728,chr2,13694909,13717734
ildr1a,82,66,79,82,0,67,chr1,44839,49831
ildr1b,4,20,7,9,0,24,chr9,34260602,34269066
sp5l,433,766,722,423,580,348,chr23,28023089,28025851
efs,815,585,1030,614,201,299,chr7,24049752,24068953
becn1,1747,1440,1853,1362,733,1281,chr12,14556092,14703429
gatd3a,985,890,805,681,349,464,chr9,32797817,32804953
exosc9,974,1031,1049,928,328,790,chr1,19083501,19092155
unga,56,80,116,55,0,16,chr5,67351219,67365750
mapk8ip3,23706,16001,38703,11206,4668,6243,chr3,15907430,15988288
zdhhc6,1049,756,1216,610,511,551,chr12,31422557,31438582
pou3f2b,412,273,529,325,264,119,chr16_KZ115501v1_alt,217670,220940
ube2ia,1731,1330,1874,1303,589,1423,chr3,45365098,45373510
ube2ib,2597,2402,2949,2149,1297,1328,chr24,37257588,37272116
exosc2,618,669,610,727,760,340,chr5,72137331,72143289
smarce1,6675,5417,7044,4940,3126,3498,chr3,34985934,34994985
get1,32,269,324,263,40,191,chr15,5901971,5916820
znf1147,0,0,0,0,0,0,chr4,64328158,64336324
mnd1,42,0,95,40,0,0,chr1,25178106,25214756
olfml2ba,49,51,52,89,0,14,chr20,33792156,33806508
ube2l3b,956,530,751,644,341,302,chr5,13338948,13353810
alg12,20,10,0,3,6,0,chr4_KZ115095v1_alt|chr4,61546|27100531,70443|27109428
ube2l3a,865,1418,1009,1810,903,1413,chr10_KZ115336v1_alt,32311,38216
rnf14,686,358,768,514,239,337,chr21,41839476,41862076
rassf2a,395,189,240,96,133,77,chr8,42999121,43046968
zgc:152774,193,342,388,385,54,79,chr14,1402558,1432954
alg13,48,36,48,20,126,13,chr21,34233498,34261784
rnf10,7062,4852,7671,5592,2455,3286,chr8,41260394,41273768
cdh17,13,8,28,9,0,16,chr16,26774182,26802797
rnf13,386,195,662,195,8,95,chr22,35131906,35175170
exosc6,349,355,387,324,344,257,chr7|chr7_KZ115231v1_alt,29163791|48368,29164805|49382
ccdc114,71,68,88,177,153,141,chr11,40714075,40728343
ccdc115,22,6,8,17,0,18,chr23|chr23_KZ115678v1_alt,19198244|42332,19201324|45412
fthl27,4381,6559,4312,19471,8377,6571,chr3,32099707,32101001
exosc7,1012,1467,1175,1140,732,910,chr19,2866948,2875964
shbg,0,0,32,3,13,12,chr12|chr12_KZ115376v1_alt,22510995|453094,22524372|466471
chrna5,836,689,940,618,272,353,chr18,40486457,40508965
chrna6,8,8,14,4,6,0,chr1|chr1_KZ114838v1_alt,22484565|372453,22512063|415238
chrna7,4,5,8,0,0,0,chr7,53641257,53669653
zdhhc18a,511,637,615,580,160,351,chr16,33992513,34006334
foxn2b,1010,943,896,392,170,283,chr12,24796517,24832297
zfand5b,3952,2606,3198,3868,1234,2278,chr10,15603082,15613296
zfand5a,1165,835,1240,621,181,417,chr5,25680852,25694359
grtp1a,569,1117,753,591,664,330,chr1,184912,191971
sspn,37,56,18,21,5,31,chr18_KZ114962v1_alt|chr18|chr18_KZ115553v1_alt,12011|16110796|12011,24552|16123338|25198
sdr39u1,440,528,543,412,281,365,chr2,37815723,37824410
serpinc1,36,16,44,8,38,21,chr22_KZ114975v1_alt|chr22_KZ115636v1_alt|chr22,121592|329893|16022211,127572|335873|16028191
clpp,1026,1001,1228,850,493,648,chr3,34129511,34136372
LOC573060,270,0,0,0,0,0,chr8_KZ115273v1_alt|chr8,23857|34434345,206168|35000294
pgam1a,3774,2784,3325,2632,1591,1752,chr13,31393196,31397606
pgam1b,3688,2591,3553,2460,1089,1817,chr1,54707662,54718819
stk33,12,15,58,16,28,16,chr7|chr7_KZ115230v1_alt,28374947|76341,28403870|105384
pleca,13019,16429,12987,18027,11123,14961,chr19,22408308,22478888
stk35,311,268,400,68,0,53,chr23,41739736,41762944
stk36,315,247,231,444,85,86,chr5,30392157,30411186
fbxo7,1675,944,1547,1428,935,914,chr4,686157,700697
fbxo8,398,211,306,274,45,261,chr1,38346043,38361460
sytl1,328,156,403,254,121,202,chr19,42573724,42588510
slc29a1a,177,12,38,103,0,18,chr13,46834951,46882100
rmnd1,192,240,277,339,54,253,chr17,7795562,7818941
pls1,1108,652,1494,613,173,240,chr2,8060775,8102169
bfb,0,0,0,0,0,0,chr21_KZ115630v1_alt|chr21,90178|27437940,96213|27443952
pls3,279,171,367,264,37,152,chr14,13453199,13525024
trps1,144,52,153,56,13,39,chr19,45375669,45650994
arl3l2,28,5,36,13,42,0,chr14,909769,917065
nup98,2713,2081,3132,2616,710,1035,chr21,40354784,40398639
nup93,4851,3966,5559,3475,2423,2118,chr18,17537344,17577489
vipr1b,35,11,27,3,16,7,chr24,20708189,20808211
vps37a,2444,1573,2830,1092,1154,696,chr1|chr1_KZ115005v1_alt,16463079|107538,16480213|125637
mab21l3,0,0,28,3,0,0,chr9_KZ115298v1_alt|chr9,234297|35876927,242816|35885446
cpa2,0,0,0,0,0,0,chr25,16590636,16600816
acss2,1751,2236,2294,1539,511,588,chr23,9230540,9288448
purbb,135,68,116,138,84,39,chr10,44979530,44981295
dsg2.1,0,37,9,24,0,0,chr20,7327627,7350653
purba,1267,1952,2631,1828,556,1294,chr5,13643167,13646054
hmgb1a,24726,23537,18145,19975,9932,22425,chr10_KZ115332v1_alt|chr10,300034|36026582,304839|36031373
clp1,138,93,147,33,32,0,chr14,48982238,48996011
slc1a3a,529,474,531,591,345,276,chr5,8111349,8171625
slc1a3b,662,364,546,519,110,256,chr10,36558804,36591511
tmem222a,468,344,482,382,132,161,chr16,54930747,54942532
lactb,1643,1715,1368,1160,1208,902,chr25,33256092,33266375
fgfr4,496,344,650,696,171,442,chr21,37183912,37194363
htr1aa,601,1014,1071,378,247,587,chr8,31941650,31943435
fgfr2,2310,2029,3676,2188,917,965,chr13,46298560,46429433
fgfr3,318,358,327,335,89,315,chr13,13213567,13294872
neurl1b,100,40,80,28,28,43,chr14,15664454,15740090
ppp1r11,698,363,553,495,163,166,chr19,27448625,27453636
stat5b,145,40,142,44,61,64,chr12,13564359,13622096
mtss1la,619,492,1104,693,291,198,chr18,14772474,14836862
cep89,342,200,421,240,147,79,chr7,38395213,38475798
lrrc42,228,581,436,391,237,378,chr2,26604773,26611033
mcee,359,279,352,278,124,224,chr7,30779785,30783043
cpeb1b,89,130,115,59,24,28,chr7,48240707,48251237
znf76,3562,4476,3865,3562,4345,3253,chr22,737221,753392
mapk12b,211,319,342,408,288,256,chr4,5523825,5530440
grk7b,166,148,208,275,414,64,chr18,41740752,41754007
rab36,310,203,216,311,230,155,chr10,17223686,17232372
grk7a,0,4,0,0,62,13,chr2,16536496,16544161
mapk12a,135,16,73,255,0,58,chr18,14845209,14860488
rab30,150,28,127,24,61,92,chr15,11308466,11341606
casp8ap2,810,712,880,798,415,570,chr20,23946992,23956014
dzip1l,86,4,101,80,0,30,chr6,26314464,26353179
si:ch211-132b12.1,8,8,0,48,0,0,chr18,40552620,40565776
si:ch211-132b12.2,0,0,5,0,0,0,chr18,40572294,40583104
si:ch211-132b12.3,0,0,0,0,0,0,chr18,40584288,40604363
si:dkeyp-38g8.5,263,238,291,425,178,291,chr4,16315692,16319762
si:ch211-132b12.7,8194,8459,16772,1299,591,806,chr18,40669698,40684792
opcml,204,195,366,61,198,112,chr10,30617836,30785503
adam28,0,0,0,0,0,0,chr5_KZ114861v1_alt,135597,144599
ern1,127,44,60,91,0,20,chr3,55448753,55478647
apoob,773,1026,1262,723,379,617,chr24,21978234,21989359
lgi2a,188,81,388,87,32,109,chr7,71423571,71433960
kidins220b,33198,28999,38853,21735,15971,15228,chr20,29743904,29783644
fignl1,240,191,225,255,183,100,chr13,15941852,15943904
ndrg1a,264,48,166,254,88,182,chr19,34959967,34979837
cremb,66,76,20,22,54,9,chr24_KZ115719v1_alt|chr24,184391|31361407,191504|31368520
npffr1l1,6,9,0,0,0,0,chr10,40953496,40964739
npffr1l3,0,0,0,0,0,0,chr10,518546,532617
npffr1l2,4,8,0,13,4,25,chr5,14165567,14238869
mad2l2,258,177,261,186,29,197,chr8,22345308,22348384
c2cd4a,283,216,156,160,127,48,chr25,32886139,32888115
mad2l1,88,112,84,72,8,5,chr7,57629370,57637769
ampd3b,4,3,4,20,7,6,chr18|chr18_KZ115554v1_alt,16762806|467580,16795176|499948
tent5ba,516,532,407,562,223,252,chr16,34046749,34056443
penka,2762,2069,2493,1761,638,1316,chr2,11508692,11512818
atrn,1150,650,1132,533,241,254,chr13,14006133,14181765
eif2b3,1308,1644,1639,1243,1093,1276,chr2,34008953,34072024
rab3c,764,899,644,550,447,426,chr8_KZ114895v1_alt|chr8,325127|17055293,337162|17067328
fgd,3625,4038,4958,2831,1303,2022,chr8,53997374,54025855
atrx,3291,5867,3983,4167,3226,6083,chr14_KZ114937v1_alt|chr14,174694|10656975,255753|10736959
thy1,0,2,0,0,0,19,chr5_KZ114864v1_alt|chr5,151074|29794040,160327|29803293
lars2,286,304,372,400,315,257,chr16,2899611,2987536
fga,5,0,0,4,0,0,chr1,10066100,10071522
fgb,4,108,44,20,0,29,chr1,10051806,10059430
terfa,1413,1484,1560,1564,1439,993,chr4,77973874,77996958
tmem126a,804,785,1206,607,298,648,chr10,29269998,29272757
sqlea,72,86,72,106,0,90,chr16,43401005,43413297
f2r,24,16,16,32,0,0,chr5,46196214,46198034
mkrn2,893,653,1136,617,508,418,chr11,565615,574478
col1a1a,32,0,8,468,4,0,chr3|chr3_KZ115067v1_alt,23221174|287244,23237693|303763
col1a1b,1742,2082,2905,4292,1391,1072,chr12,3095699,3133454
ankar,9,0,32,16,54,2,chr9,41045874,41077898
psmc2,3623,3364,3723,3050,2409,1741,chr4,14926948,14932359
pcyt1bb,56,65,72,332,211,40,chr21,40618618,40630626
psmc4,4915,1921,2850,2231,1542,1462,chr16,41794704,41804920
ing1,511,363,389,371,152,200,chr9,8972840,8979468
psmc6,73,30,27,102,14,76,chr20_KZ114968v1_alt|chr20,29471|9763377,42427|9776333
ing3,2852,1970,2962,2025,1198,1403,chr4,10604149,10615356
ntpcr,108,41,208,73,16,47,chr13,48747449,48756002
prlh2r,0,0,0,8,0,0,chr17|chr17_KZ115534v1_alt,31237866|24657,31238986|25777
phf8,1248,855,1793,1218,251,552,chr23,27591366,27607039
stat1b,21,112,134,318,179,13,chr9,41218967,41247197
stat1a,958,1219,1654,941,259,381,chr22,12798626,12825103
pih1d2,15,81,90,39,20,33,chr15,18157665,18162647
pih1d1,163,448,334,353,39,240,chr3,32172535,32180829
gpm6aa,9486,7058,7878,4369,3278,4118,chr14_KZ115458v1_alt|chr14,114848|36348950,143690|36378281
ndufa11,2413,2076,1969,2072,1497,1249,chr11,6411164,6429705
ndufa12,94,136,56,82,63,80,chr4|chr4_KZ115093v1_alt,25828101|312915,25836783|321597
gpm6ab,14305,8985,12623,9389,5332,5483,chr1,38649141,38756870
cryaa,0,0,0,12,0,0,chr1|chr1_KZ115025v1_alt,29096907|180696,29100918|184709
rnaset2,100,56,140,159,69,89,chr13,7049210,7061810
zgc:91849,132,153,100,88,48,42,chr9,445471,456541
kcmf1,1631,1449,1641,1307,1413,901,chr5,55719757,55752135
add2,768,1275,1517,815,230,400,chr5,13781968,13835300
si:ch211-277c7.7,12,17,47,2,9,0,chr14_KZ115446v1_alt|chr14,61202|24092114,64517|24095429
dub,152,213,179,219,135,72,chr21,22917985,22951614
zgc:195001,12,0,10,40,0,13,chr3,30202863,30218499
march4,3016,1496,3265,1672,448,569,chr9,52492639,52539704
march7,2421,1873,2407,1969,770,1442,chr6,11781324,11812113
march6,3170,2733,4611,3272,1190,2481,chr2,30489864,30527324
march2,177,16,150,69,5,90,chr22,17509422,17521277
zgc:173737,0,0,0,0,0,0,chr8,3334708,3336273
march8,427,213,469,182,357,162,chr13,17752591,18011208
bmpr1ab,151,118,271,126,0,44,chr12,25950834,26022663
pou1f1,15,47,47,22,42,30,chr9_KZ114902v1_alt,112430,142346
bmpr1aa,294,259,331,281,88,87,chr13,22555791,22619802
zgc:172170,3,11,4,12,4,1,chr22_KZ115662v1_alt,126903,133831
spaca9,0,0,0,0,0,0,chr5_KZ115118v1_alt,29236,31237
myoz2a,7,6,17,46,0,12,chr7,69829832,69857692
ndufaf7,367,234,847,146,233,356,chr20,3277648,3288089
myoz2b,68,41,28,63,64,92,chr1,25917577,25936648
ndufaf1,1412,1592,1488,1062,671,1001,chr13,33246203,33251757
ndufaf3,1785,1259,1277,2237,1314,1288,chr22,89989,94519
ndufaf2,118,38,295,447,41,559,chr8,16732834,16738204
sptssa,557,621,550,344,227,255,chr17,9944495,9950328
si:ch211-195d17.2,2252,2100,2261,1686,1311,1452,chr20,29676875,29683783
sptssb,188,76,147,0,12,75,chr15,1679962,1687204
efemp2a,136,0,16,98,7,7,chr14,30672912,30704077
efemp2b,13811,1429,25058,9688,685,6653,chr21,25588437,25601648
pank2,11705,8081,12309,7791,1353,4619,chr13,15215626,15227857
pank4,37,65,70,35,36,11,chr11|chr11_KZ115346v1_alt,15878343|51060,15915789|88506
hsp90aa1.1,84,28,147,157,71,22,chr20,53982318,53992921
hsp90aa1.2,8931,8360,7500,7359,6842,4758,chr20,53967596,53981618
kmt5c,7,3,3,0,0,3,chr3_KZ115070v1_alt|chr3,463013|30873084,478344|30888415
mypn,4,0,4,0,29,0,chr13,50257201,50321910
zgc:153146,0,0,0,0,0,0,chr14_KZ115450v1_alt,117804,135873
cracr2b,8,0,0,8,0,0,chr25,3844612,3867973
thap12b,1132,1757,1625,955,730,702,chr15,19900304,19908909
cisd2,131,150,193,64,48,40,chr1,43686287,43692140
zgc:172136,246,198,267,165,278,102,chr13,39236141,39271222
cisd1,711,430,543,607,87,359,chr13,41910342,41917029
nedd8l,576,308,540,469,168,263,chr2,38288308,38289753
styx,677,531,902,841,227,498,chr17,15220102,15229782
birc7,14,31,55,36,0,18,chr23,14217508,14230506
selenoo1,806,889,891,889,639,450,chr18,14863407,14879330
birc2,900,635,1910,1451,381,1753,chr21_KZ115628v1_alt,263491,271856
rplp2l,9166,6515,8275,12331,8290,6567,chr7,12959846,12968698
zgc:163040,0,0,4,0,0,0,chr7,5968225,5968987
slc5a1,24,16,102,16,9,25,chr10,17135631,17159712
slc5a2,27,32,20,8,0,0,chr15,14602520,14625373
rab1ab,1758,1270,1785,1604,695,1112,chr13,24402428,24411961
si:ch211-282j17.3,0,0,0,0,0,0,chr7,3654800,3657284
si:ch211-282j17.2,0,4,14,0,0,0,chr7,3644034,3649361
olfm2b,29924,19203,21943,13608,7286,6902,chr1,59244160,59251874
slc5a9,25,0,76,43,0,35,chr8,15254564,15268930
stt3a,4084,2417,4247,3037,1585,1625,chr10,39212898,39233130
olfm2a,3279,3266,3606,2316,2338,1698,chr3,54012739,54237556
yaf2,1935,2012,2510,1369,1559,1082,chr4,13905522,13921198
ggcta,139,326,215,105,20,139,chr19,1878500,1881108
st8sia4,185,183,221,143,134,103,chr10,5667401,5684326
itchb,250,42,423,63,40,40,chr23,43531956,43595780
itcha,557,229,800,784,112,289,chr6,57492157,57538922
si:ch211-271e10.2,0,0,0,0,0,0,chr5,38612134,38615175
tuba8l5,168,68,306,136,59,48,chr9,7678137,7684002
tnfrsf18,0,0,0,0,0,0,chr6,42975916,42983843
bmpr2a,664,519,1115,685,344,261,chr6,12797651,12851344
ccdc12,15,27,31,30,50,20,chr16_KZ114950v1_alt|chr16,95442|16529784,119788|16554130
sybu,11796,12578,26235,7505,6388,6055,chr16,39147020,39167500
abcd1,0,0,4,20,0,12,chr8,8046086,8078620
ccdc18,487,132,90,61,410,313,chr2,10468362,10564046
abcd4,809,1268,1275,1035,534,665,chr24,35910964,35930012
nkx2.3,0,0,0,0,0,0,chr13_KZ115424v1_alt|chr13,101819|40409215,104511|40411907
