"gene_id","F1_1_1","F1_2_1","F1_3_1","F4_2_1","F4_3","F4_6_1","F5_1_1","F5_2_1","F5_3_1","M1_1","M1_4_1","M1_7","M4_12","M4_6_1","M4_9","anno_chr","anno_start","anno_end"
"vcp",426,5662,3217,9163,10871,16146,2917,3455,2585,16742,7203,419,5344,5953,10090,"chr5_KZ114867v1_alt","280044","290078"
"spdya",16,59,49,29,76,130,35,36,39,72,105,147,0,5,84,"chr17","24809223","24815217"
"ppme1",10370,12893,13392,11601,10437,14612,8656,4510,6462,15347,13026,11098,11054,7445,12792,"chr21","25380675","25395155"
"fam117ab",20,12,11,23,38,271,25,24,16,61,31,25,0,28,321,"chr12|chr12_KZ115369v1_alt","9849476|72770","9876072|99366"
"aatf",2,37,34,34,35,0,18,0,15,104,75,19,0,0,22,"chr5_KZ115151v1_alt|chr5","19621|56277866","47836|56306081"
"nrarpb",13,4,0,0,34,0,8,0,3,173,149,88,0,28,40,"chr5","66025347","66028692"
"adprh",236,227,262,463,235,328,301,211,235,488,525,478,749,259,292,"chr12","15148625","15196223"
"hmg20a",2118,1682,1576,5555,2754,5419,1344,1274,857,2312,2742,2971,4804,4437,5502,"chr25","7321816","7336346"
"hmg20b",372,720,1053,1193,872,1271,736,480,650,444,2166,946,2129,675,950,"chr22","20169352","20178413"
"adprm",257,198,258,505,383,596,159,124,122,520,625,607,624,448,724,"chr12","288108","290784"
"mknk2a",668,732,1263,1300,1071,989,489,375,465,1304,1828,636,859,692,1479,"chr2","23006792","23024952"
"mknk2b",604,416,1015,650,1221,943,469,176,163,3679,4335,2703,1007,876,1834,"chr8","20438889","20449541"
"csrnp1b",192,175,702,348,231,240,166,38,71,1466,1669,943,285,64,931,"chr24","19707610","19718077"
"lctlb",0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,"chr18","19468211","19483443"
"nr2f6b",92,71,209,255,439,752,136,74,23,278,471,232,308,224,645,"chr11","6115669","6133557"
"tdp2b",357,335,253,299,373,279,287,208,197,338,336,362,0,242,389,"chr19|chr19_KZ115589v1_alt","31568993|521265","31576017|529376"
"rhoq",1079,732,1157,1627,1671,1142,532,556,625,1707,2592,1920,693,401,2147,"chr12","25110014","25150238"
"si:dkey-19a16.4",0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,"chr22","6104892","6144346"
"si:dkey-19a16.2",12,3,31,0,0,0,4,0,29,79,12,31,0,0,0,"chr22","6073627","6082445"
"opn4.1",72,39,42,55,61,191,40,30,52,56,36,51,0,108,48,"chr2","32843133","32846324"
"gapdhs",30867,22514,27072,57536,56515,70310,17826,12760,11380,135449,105114,102364,58094,38884,87300,"chr16","45044643","45069814"
"bbs10",35,79,43,26,60,0,29,86,42,146,94,88,0,27,9,"chr18|chr18_KZ115540v1_alt","7375922|19886","7382003|25967"
"si:dkey-117i10.1",310,252,292,135,316,227,59,146,102,659,978,397,95,124,528,"chr3","13440429","13446085"
"rhoh",3,5,36,0,2,55,25,0,9,24,34,6,0,17,0,"chr1","23394263","23399661"
"emp3b",25,51,91,24,181,26,109,29,17,169,168,91,0,57,160,"chr23","18779043","18794561"
"nrarpa",224,258,187,421,454,197,415,96,216,530,530,338,182,334,211,"chr10","10860759","10863936"
"rhol",0,0,0,0,0,0,0,0,0,12,3,0,0,0,0,"chr11","19095431","19097746"
"reep3b",1032,1511,1625,2141,1807,1683,974,455,559,2784,2575,1646,1227,887,2457,"chr12","8822738","8882186"
"reep3a",78,33,23,0,33,0,47,0,17,103,156,198,148,0,49,"chr17","19609701","19626299"
"rhof",7,8,11,10,17,0,0,0,6,25,0,6,0,0,0,"chr10_KZ115335v1_alt","117567","129055"
"elovl7b",0,0,9,3,0,0,22,0,0,11,4,14,133,0,39,"chrUn_KN150589v1","3131","5808"
"elovl7a",28,20,5,0,0,3,22,0,0,35,57,10,0,0,33,"chr8_KZ115253v1_alt","110985","121884"
"si:dkey-18p12.4",8,0,0,0,0,0,41,0,0,0,0,42,0,0,0,"chr9","30387930","30392500"
"dhrsx",334,435,454,492,672,590,317,131,306,1868,1590,1028,461,186,814,"chr1","33401774","33485934"
"tmtops3a",55,11,101,190,151,179,50,0,17,161,164,200,0,299,267,"chr14","31766144","31779869"
"rpl6",41649,34099,36789,171030,79687,177863,42594,34019,24777,46936,64817,52325,151865,131527,167933,"chr8","2493794","2506356"
"chia.6",28,8,63,72,15,96,28,0,0,44,20,34,0,0,41,"chr23","17981218","17993667"
"rpl4",50321,37095,49285,143291,98285,155736,55990,35729,34121,56186,75584,68552,140848,113763,150524,"chr18","19451166","19456201"
"chia.4",12,0,0,0,0,24,6,0,4,16,0,40,0,0,0,"chr23","17926279","17933143"
"chia.3",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,"chr11","24013861","24016784"
"rpl3",44709,27671,43277,104236,81105,117048,56186,29009,29847,50062,70764,59261,106915,89638,131112,"chr3","29867225","29871348"
"chia.1",44,83,55,219,68,248,16,52,29,97,44,48,180,0,44,"chr11","23993365","23999226"
"zgc:110239",881,1044,1025,1676,1120,2175,756,422,343,1744,1329,1187,981,816,1617,"chr19","42490937","42503102"
"lta",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,"chr15","34675660","34681272"
"nkl.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"chr17_KZ115514v1_alt","158476","161465"
"atp1a1b",170,254,235,465,306,621,145,133,129,385,597,467,31,268,453,"chr9_KZ115298v1_alt|chr9","259033|35901663","279558|35922188"
"sln",6,0,18,0,0,0,20,0,0,13,0,10,0,0,0,"chr15","47828781","47830677"
"ammecr1",157,171,291,401,264,591,160,28,164,748,834,749,449,145,316,"chr21","44709310","44731829"
"ltk",44,0,14,58,71,0,0,0,0,14,161,103,0,0,0,"chr17_KZ115534v1_alt","209739","384890"
"cldnb",8,120,27,473,11,208,740,0,0,4,19,31,0,86,173,"chr21","25765712","25766840"
"zgc:110540",32,16,30,64,27,61,94,0,24,64,77,97,0,0,0,"chr21","26485852","26490146"
"commd8",654,940,743,1094,921,867,612,263,547,978,1247,857,1507,483,972,"chr13","12378074","12389572"
"haus5",61,0,28,58,16,108,16,4,16,100,41,44,16,147,23,"chr8","20897852","20914743"
"kbtbd2",1587,1265,1772,2401,2206,2256,1243,799,901,2940,3188,2349,2885,927,2336,"chr12","14150043","14162779"
"commd2",667,579,953,2727,1033,3297,555,555,455,982,1386,1150,1632,1225,1567,"chr22","38037530","38045243"
"commd3",570,472,507,237,298,233,617,163,330,1166,725,852,625,439,536,"chr24","17256807","17259643"
"dynll2b",2341,4098,3692,1770,3657,1692,3374,2090,2843,7598,4683,4306,1737,1320,3715,"chr21","39557434","39566833"
"anln",59,20,36,0,126,96,61,28,47,171,186,84,0,0,214,"chr19","35433155","35450661"
"cdc23",1621,1385,2231,2196,2317,3233,1035,1051,962,1595,1880,1946,1113,1578,1246,"chr21","34849423","34879272"
"commd7",597,4,895,0,24,29,0,0,8,22,10,16,0,0,0,"chr23|chr23_KZ115677v1_alt","17102962|191701","17114091|202830"
"commd4",503,585,623,620,624,520,417,315,478,707,577,561,312,225,272,"chr25","26833898","26843091"
"kbtbd8",57,44,58,71,109,152,56,33,43,226,285,169,240,61,104,"chr11|chr11_KZ115347v1_alt","16574715|111569","16584245|121094"
"wdsub1",3097,2623,2395,8558,4513,6820,1968,1526,1595,5590,5960,5286,5463,4437,7797,"chr6","12006508","12033326"
"mmachc",61,81,84,89,136,176,28,65,97,119,190,90,118,569,346,"chr20","1385692","1393020"
"cd9b",2524,1099,1680,2100,2454,1740,2244,874,881,5001,5094,4497,1768,1843,4298,"chr4","4234994","4256300"
"haus1",105,36,52,290,180,403,113,28,44,91,142,116,379,120,231,"chr21","5066558","5077710"
"pex3",155,168,215,63,130,0,212,147,119,376,251,267,0,0,130,"chr20","37760493","37769303"
"tomm6",1571,1734,1419,1362,1746,1793,1386,949,854,2732,2259,2227,991,527,791,"chr6","40572377","40573278"
"tomm7",1621,1408,1859,3634,2818,3467,1260,1390,1322,2342,2912,3350,2352,3111,4818,"chr19","2685779","2695429"
"sbno1",5953,6198,6602,21157,11613,22651,4755,4183,4236,8759,12685,10042,17580,15219,20390,"chr10","44309574","44357958"
"tomm5",1529,1483,1287,796,1273,1230,1444,737,1240,1604,1739,1611,525,936,395,"chr14","44774093","44777494"
"fam241a",88,10,102,45,77,18,70,31,100,324,199,145,0,81,59,"chr13_KZ115407v1_alt|chr13","103932|12664866","106267|12667201"
"cks2",30,7,19,15,19,0,7,8,2,32,8,12,0,0,0,"chr22_KZ115641v1_alt|chr22","16690|21313332","18179|21314821"
"cited4a",1699,1332,2124,1154,1475,2219,1380,679,602,3151,2530,2488,1013,1148,1698,"chr19","15851236","15855411"
"cited4b",1061,1821,1949,4141,3191,2202,1799,857,400,2672,1154,1857,3074,2282,2189,"chr16","35535205","35537491"
"dlx4a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"chr3","34670057","34681422"
"pold1",883,584,684,1403,863,1912,673,592,494,1026,907,777,993,1318,1389,"chr3","16687831","16719244"
"siae",194,361,298,249,239,317,146,263,149,445,181,206,0,69,250,"chr18","36582815","36598693"
"pold3",314,398,576,286,437,393,180,130,168,1326,1110,1013,375,184,460,"chr21","21743680","21754630"
"bgnb",122,69,141,99,247,345,68,73,49,541,753,243,0,0,176,"chr23","20014046","20051335"
"upb1",9,0,11,0,4,0,2,2,0,8,2,0,0,0,0,"chr8_KZ115268v1_alt|chr8","297200|30699447","328475|30730627"
"ms4a17c.1",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,"chr5","33519941","33525817"
"magi1b",2849,2973,4148,12357,9338,7898,1887,1695,1513,12080,14715,10156,6417,4749,17390,"chr11","18873113","19085990"
"mphosph8",1392,1793,1525,3677,2013,3654,1640,1308,1696,1514,1432,1572,2886,2912,2597,"chr9_KZ115287v1_alt|chr9","22408|21462463","48921|21488976"
"laptm4a",6476,4384,6330,4093,6282,4143,4595,1596,3538,21378,14645,10437,2596,2749,3338,"chr20","43775793","43786433"
"laptm4b",764,765,681,826,749,584,662,450,415,1790,1745,1152,556,769,910,"chr19_KZ115593v1_alt|chr19","1227|32864577","25408|32888758"
"fam3a",100,91,112,62,10,55,87,55,116,48,35,24,108,14,9,"chr23_KZ115689v1_alt","37131","51481"
"fam3c",260,153,167,91,205,335,332,0,90,295,416,334,40,126,119,"chr4","20101992","20108833"
"dipk1aa",254,108,402,911,600,892,278,44,124,1270,2008,1228,671,218,1403,"chr2","10642127","10687225"
"mphosph6",775,800,475,600,657,918,427,114,514,1032,1268,527,787,433,1034,"chr25","35952047","35956342"
"ech1",278,274,292,151,343,246,236,256,307,427,473,415,149,130,166,"chr15","6926987","6946286"
"aebp1",48,117,186,265,419,321,223,15,76,500,474,535,308,140,479,"chr10","2807136","2836641"
"aebp2",980,837,927,2084,1735,2886,733,327,522,1831,1953,2061,2214,1281,2121,"chr4","2927270","2945327"
"zgc:162858",2630,2275,2842,2950,4766,4119,1648,1714,1450,4535,6413,4380,3541,2370,4978,"chr23","46208303","46219644"
"homer2",442,291,609,937,697,1243,73,166,175,723,530,836,740,608,1322,"chr18","1","3532"
"man1a2",1650,1107,2219,4256,2553,3705,1228,358,490,5971,6346,4818,3942,2827,6059,"chr9","20554178","20764180"
"csf2rb",4,0,0,0,0,0,14,0,0,8,16,12,0,0,0,"chr3_KZ114851v1_alt","140911","161689"
"mtmr7a",368,0,444,400,160,217,371,136,540,693,45,296,652,216,832,"chr14_KZ115451v1_alt","327036","342204"
"zbtb11",1371,516,733,2144,2948,8857,547,979,285,840,2019,2087,1905,5614,4909,"chr6_KZ115183v1_alt|chr6","556054|29145138","570820|29159904"
"zbtb10",1304,471,572,2501,998,2011,575,270,414,1089,1344,1859,1369,1053,2178,"chr19_KZ115590v1_alt|chr19","27544|31878905","49810|31900893"
"aqp9a",440,498,331,247,273,356,225,122,147,447,474,216,206,667,517,"chr25","172328","173166"
"aqp9b",12,10,0,0,0,0,0,0,0,12,8,0,0,0,0,"chr7","30371893","30388779"
"zbtb14",1615,1293,1601,3798,2368,4356,1095,881,863,3279,3772,3018,4541,4244,4976,"chr24","41989108","41994677"
"ugt8",95,68,19,0,39,0,38,36,5,322,169,241,189,4,270,"chr1","20556067","20593778"
"zbtb18",11054,5114,13902,12857,10407,21936,6517,1248,2074,32230,36721,28885,21609,10009,20434,"chr13","11440417","11442935"
"srp68",1287,992,1347,860,1043,839,1043,334,797,3190,2674,1586,535,582,827,"chr6","23026714","23055092"
"appb",3438,4034,3466,7985,7529,5311,6918,1881,6246,37354,32317,11845,6617,4305,11731,"chr9_KZ115297v1_alt|chr9","317995|35026419","363121|35069728"
"mgme1",96,95,131,69,126,20,180,40,165,171,150,171,0,60,81,"chr13","33655442","33658885"
"mtmr7b",956,312,1524,1130,1706,3018,317,173,183,487,2494,2205,1895,1322,2298,"chr1_KZ115005v1_alt","129632","153856"
"nol4lb",152,78,430,20,76,227,86,17,81,665,628,474,116,0,156,"chr23","17221018","17346251"
"abi2a",3316,3520,3783,4543,3218,7410,2378,538,902,7446,6304,9100,5668,5556,5297,"chr9","13733592","13799376"
"tpte",127,115,176,113,312,152,239,108,171,171,298,131,0,164,534,"chr10","24690684","24707766"
"faub",9,257,3,147,0,266,13,170,0,5,14,3,335,65,121,"chr10|chr10_KZ114914v1_alt","26990093|15506","26991833|17246"
"abi2b",2005,1920,2555,5254,4187,4238,1525,715,1166,6118,6686,5081,5676,2784,6964,"chr6","9970805","10010348"
"scinla",37,35,30,367,20,11,16,16,14,49,54,38,0,255,59,"chr6_KZ115177v1_alt|chr6","297797|24090950","310378|24103531"
"ubald1a",2288,1501,1688,3270,2062,3602,864,435,576,4629,3690,3462,2620,1550,2862,"chr12","20098848","20120702"
"nupr1b",459,633,371,856,1514,217,720,400,528,557,1429,470,0,0,1036,"chr3","15505273","15506157"
"rnft2",1000,1386,1135,1656,1586,2352,727,408,541,2811,2291,1700,835,1436,2480,"chr5","11916926","11943750"
"mtss1",352,422,525,1102,1090,828,424,161,256,1357,1373,1480,1101,679,1840,"chr6","50581985","50685168"
"or116-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"chr15","31296624","31297559"
"optc",0,0,0,0,0,36,0,0,0,0,5,0,0,0,0,"chr11","23205912","23219327"
"rdh12",1311,1371,1356,2019,4200,2279,1015,423,865,5074,5420,4147,2644,1488,2874,"chr13","33055622","33065843"
"or116-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"chr15","31303483","31304421"
"szrd1",586,399,445,770,607,220,293,185,230,1283,1427,860,350,387,499,"chr23","24501951","24508156"
"abraxas2",150,116,143,211,178,267,132,56,96,545,438,360,85,156,192,"chr17","31805775","31819798"
"abraxas1",56,55,80,98,80,165,70,32,40,32,66,29,144,10,59,"chr21_KZ115624v1_alt|chr21","114505|19319900","123522|19328917"
"lenep",201,237,164,556,374,408,58,131,161,260,341,391,192,208,470,"chr16","22779225","22781446"
"si:ch211-155e24.3",374,285,474,916,531,879,124,90,47,1146,1122,670,431,481,1562,"chr2","58008980","58014652"
"mppe1",356,370,347,269,295,503,144,132,204,777,588,626,0,112,264,"chr24","8979458","9002019"
"hp",0,0,32,0,3,0,14,9,37,6,5,13,0,7,0,"chr7","56577559","56585290"
"tsen2",363,277,378,757,637,741,407,274,469,608,555,505,180,255,590,"chr11","588109","596505"
"cyp2k6",0,17,0,0,0,0,8,0,7,26,0,0,0,0,0,"chr3","12816362","12826387"
"kmt5b",1255,1167,1754,4048,2223,3657,1167,360,570,3573,2844,2311,2406,1687,3845,"chr18|chr18_KZ115560v1_alt","21113493|90690","21119219|96322"
"cyp2k8",0,0,0,0,0,0,0,0,0,4,0,17,0,0,0,"chr3","12784460","12802380"
"arhgef9b",2930,2898,4212,3083,4174,2716,2118,1579,1754,7705,8465,6533,2133,1808,3525,"chr14_KZ115430v1_alt|chr14","232745|9142162","290527|9199968"
"man2a1",65,6,14,40,5,0,10,0,0,94,112,73,0,0,186,"chr5","57005846","57204497"
"ppp1r26",416,439,700,850,727,1281,482,357,421,1517,1280,1110,395,415,1275,"chr21","7100442","7112925"
"lrrc51",4,8,9,54,12,0,0,0,0,23,12,0,0,0,0,"chr15","44053244","44062830"
"zeb2a",1430,1484,1862,3367,1018,3324,1672,841,1401,1633,3527,2599,2242,2632,4171,"chr9_KZ115291v1_alt|chr9|chr9_KZ114906v1_alt","223920|25775813|242993","285858|25837751|304728"
"aurkb",114,70,413,1109,666,1688,456,132,215,344,241,103,656,867,1624,"chr14","241461","246396"
"gcat",338,338,308,393,455,911,308,321,111,590,636,640,217,391,1027,"chr3","25990060","25998247"
"lrrc59",132,134,121,53,115,13,86,41,38,51,40,57,55,14,51,"chr12|chr12_KZ115390v1_alt","31783145|48667","31787861|53383"
"nitr14a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"chr14_KZ115465v1_alt","41406","44028"
"pgrmc2",856,1115,1100,1255,1120,1211,1125,502,983,2050,1950,1364,499,661,961,"chr17_KZ115531v1_alt|chr17","40118|26803470","50138|26813491"
"pgrmc1",761,644,617,1555,924,1481,660,200,344,1473,1738,1231,1053,987,1477,"chr21","37436898","37440701"
"diaph3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"chr11","31680557","31825884"
"denr",3982,4367,4132,11185,7387,12517,3967,3589,3063,3900,5301,5240,8800,6680,9615,"chr10","44437068","44443349"
"fli1rs",360,206,324,622,357,1068,587,134,91,364,714,261,422,523,807,"chr16","42018042","42046881"
"histh1l",1946,2761,2463,7113,6026,8469,2840,1468,1857,6091,5305,5524,5173,11397,14872,"chr5","27432979","27434351"
"penkb",778,531,840,1599,3449,1344,422,191,449,3865,1750,1531,876,758,1477,"chr7","58686858","58696026"
"fgf10a",16,9,4,0,0,0,4,0,2,14,5,12,0,0,36,"chr21_KZ115624v1_alt|chr21","431609|19648817","465408|19682616"
"mansc1",1899,1728,2291,5385,4693,4053,1865,1611,1717,4978,4978,4897,4369,3662,7242,"chr4","69161","73154"
"jac6",0,0,0,13,0,0,0,0,0,8,0,0,0,0,0,"chr7","8489338","8490848"
"hoxc6a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"chr23","36115472","36116777"
"hoxc6b",5,0,0,0,0,0,8,0,0,3,0,0,0,0,0,"chr11","2198831","2204754"
"zgc:92591",0,20,36,74,38,0,23,35,3,19,15,19,0,0,0,"chr24","34069710","34072085"
"ess2",171,150,160,290,178,324,130,57,133,197,260,159,150,393,394,"chr10|chr10_KZ115335v1_alt","42089267|236689","42108146|255568"
"zgc:92594",432,497,385,866,752,975,401,148,191,553,809,488,829,655,752,"chr7","73829402","73836738"
"zgc:173948",2371,4022,2141,2872,5697,7833,2001,1048,2724,1705,946,838,7324,11101,4036,"chr1","29178146","29179934"
"zgc:162144",0,44,19,27,9,86,8,0,17,36,52,27,0,71,88,"chr14","8619126","8625802"
"mfsd2ab",163,160,123,131,177,198,101,30,75,362,249,133,84,123,92,"chr19_KZ115588v1_alt|chr19","164544|30867780","180820|30884056"
"sertad2b",505,336,473,397,271,168,253,40,171,1685,925,507,168,0,271,"chr13","24500963","24524545"
"mfsd2aa",282,265,269,100,489,119,274,148,127,882,976,365,211,130,453,"chr13","35925533","35953596"
"si:ch211-151h10.2",110,34,67,16,102,384,222,80,105,22,31,8,181,37,98,"chr18","44303154","44316920"
"ralbb",12,0,21,80,4,52,18,21,8,0,33,62,0,0,86,"chr11","43740950","43743704"
"ralba",222,245,272,370,270,423,288,71,198,595,634,787,715,530,460,"chr9","36896257","36924388"
"pex11a",0,0,0,0,0,0,0,11,3,13,19,13,0,0,0,"chr18|chr18_KZ115565v1_alt","25545881|275800","25551805|281724"
"zgc:56106",873,728,979,2267,1592,1832,839,418,476,1636,1924,1660,1550,1401,2955,"chr18","27309406","27316554"
"sept8b",1095,863,1234,3058,2085,2817,1586,696,900,2038,2273,1315,1893,2375,4999,"chr14","49040641","49063124"
"hmx3a",172,85,71,382,146,177,26,99,42,290,284,311,547,85,297,"chr17|chr17_KZ115523v1_alt","21790606|38140","21793050|40584"
"trim54",25,44,28,0,26,0,53,0,17,3,52,8,0,56,0,"chr20","38730291","38758797"
"si:dkey-239i20.2",5,0,28,0,5,0,23,0,0,8,7,7,0,0,133,"chr20|chr20_KZ115602v1_alt","15084452|38936","15090860|45344"
"irx5a",2151,2839,2296,5692,3799,5651,1640,1414,1750,4059,4727,4712,3289,3529,8927,"chr7","35706772","35710263"
"aspscr1",2562,2996,1955,5707,2526,8668,1343,1498,1047,2568,2638,3406,4327,6254,5804,"chr11","45255747","45275310"
"tnfaip8l3",328,85,32,444,255,413,267,8,82,295,552,773,429,197,703,"chr18","39522468","39583601"
"tnfaip8l1",6,0,24,164,4,42,48,0,0,88,74,36,0,62,44,"chr22","5153461","5171362"
"acox3",240,215,208,334,399,214,169,20,92,845,703,594,0,344,416,"chr7","61764040","61806067"
"acox1",781,979,1055,1385,1053,1399,1111,398,950,2220,1458,1379,1193,552,773,"chr6","23122724","23138259"
"zgc:172091",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"chr1","58535306","58537356"
"zgc:172090",12,106,67,36,12,72,68,52,12,16,24,8,48,0,168,"chr3","3016407","3019919"
"il1fma",0,0,0,0,0,0,0,0,12,0,0,4,0,0,0,"chr11","29965932","29971591"
"pikfyve",11495,12911,17139,28792,19676,27845,11148,6941,6357,16102,15761,13638,22059,16621,20161,"chr9","32076668","32103851"
"clvs2",1176,690,931,1184,1385,1345,640,528,978,1725,1397,1377,1012,1058,740,"chr20","40269905","40319890"
"chmp1b",3424,2779,2472,4966,5623,7694,1676,1582,1076,5028,2750,5495,2595,2354,8876,"chr5","23024039","23028217"
"chmp1a",2354,1916,1985,3119,3665,3258,1890,1425,2010,3358,4489,3224,2319,2613,3621,"chr25","37435335","37442125"
"soat2",503,622,944,812,845,1333,119,312,184,324,748,480,195,508,885,"chr6","58737168","58764661"
"soat1",0,4,20,0,5,0,0,0,20,47,77,52,0,0,4,"chr8","14890821","14909870"
"zmp:0000001006",0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,"chr13","47810200","47816048"
"ftr43",59,29,76,2,33,23,20,49,12,90,75,15,0,0,161,"chr3","4535744","4552590"
"opa1",2285,1712,2427,3174,2563,3016,1556,841,822,7682,6220,5634,1931,2374,3808,"chr6","36720164","36795121"
"drd4b",28,37,73,0,64,27,4,0,0,149,52,37,0,68,0,"chr7","57432321","57470496"
"vim",2893,2576,2575,6896,5236,6971,2787,1659,1694,4613,5216,3655,8855,7205,8473,"chr24","32176219","32192681"
"drd4a",534,229,254,537,181,617,181,48,109,1043,822,877,416,675,721,"chr25","4707186","4733221"
"taar19p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"chr10","40670847","40672605"
"zgc:101040",47,16,78,45,53,0,82,56,69,117,56,48,0,40,0,"chr18","40479986","40484151"
"esm1",370,226,262,631,354,1042,308,139,181,479,565,748,286,241,760,"chr21","9987328","9991502"
"fam149b1",1170,382,1409,1239,1821,1954,443,147,195,4068,5401,2736,1952,1122,2109,"chr17","26589880","26604946"
"trmt11",312,371,333,165,235,192,290,172,163,387,239,171,0,170,107,"chr16","40043445","40074145"
"trmt12",297,405,301,112,401,412,273,91,373,460,312,326,140,278,277,"chr14","35414632","35422763"
"trmt13",136,90,130,94,83,43,100,23,108,96,56,49,0,18,34,"chr22_KZ115637v1_alt|chr22","16889|16311741","23035|16317887"
"col8a1a",0,0,0,0,6,0,0,0,0,4,5,4,0,0,0,"chr9_KZ114910v1_alt|chr9","446663|30090739","458702|30102778"
"poglut3",16,19,34,135,19,36,8,16,4,23,28,34,279,50,204,"chr21_KZ115633v1_alt|chr21","40015|35041413","53879|35055277"
"aldh6a1",2089,1409,1688,4366,2508,4471,1433,945,1033,4861,4957,4431,2537,2120,6395,"chr17","45073179","45104627"
"cyba",175,68,224,196,139,374,382,146,53,300,257,175,72,175,238,"chr18","31073265","31075620"
"tmem186",29,58,25,0,22,237,16,16,20,126,49,39,255,0,159,"chr22","26854150","26855335"
"tmem185",438,178,609,306,430,582,311,179,97,1279,1181,823,106,428,819,"chr21","43460631","43474012"
"tmem189",226,291,283,379,305,369,202,64,139,619,676,562,236,556,577,"chr8","28453475","28462755"
"nitr1c",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,"chr7|chr7_KZ115218v1_alt","17472211|250812","17474070|252671"
